Frame,Time,FaceDetected,LeftIrisX,LeftIrisY,RightIrisX,RightIrisY,EAR,Blink,TotalBlinks,Yaw,Pitch,Roll,HorizontalGaze,VerticalGaze,OnScreen,HorizontalRatio,VerticalRatio,AttentionState
162,6.548,True,629.0,299.0,754.0,299.0,0.2806,False,3,-15.424372799867433,-15.485049280340307,-174.7400106462249,Left,Up,False,0.538,0.687,Looking Left
163,6.589,True,627.0,299.0,751.0,300.0,0.294,False,3,-15.528257155104047,-15.142859462980121,-174.8888898453781,Left,Up,False,0.54,0.671,Looking Left
164,6.629,True,626.0,299.0,749.0,299.0,0.3017,False,3,-16.26969226242025,-14.701044176205361,-174.45149617870422,Left,Up,False,0.543,0.671,Looking Left
165,6.67,True,625.0,298.0,747.0,298.0,0.3036,False,3,-17.77129766918647,-14.451588176606407,-174.3059928631733,Left,Up,False,0.549,0.693,Looking Left
166,6.71,True,624.0,297.0,745.0,297.0,0.2968,False,3,-18.592495357565298,-14.124644685631186,-174.1048117932398,Left,Up,False,0.578,0.725,Looking Left
167,6.75,True,623.0,297.0,742.0,297.0,0.3101,False,3,-19.283577730933306,-13.308941421090292,-174.0830002770474,Left,Up,False,0.592,0.735,Looking Left
168,6.791,True,622.0,296.0,740.0,296.0,0.3153,False,3,-19.830365082120313,-13.017629094806338,-174.32114446736628,Left,Up,False,0.594,0.713,Looking Left
169,6.831,True,620.0,295.0,737.0,295.0,0.3143,False,3,-22.09237036220035,-11.396451310921108,-174.05364056823177,Left,Down,False,0.568,0.665,Looking Left
170,6.872,True,618.0,295.0,734.0,293.0,0.3357,False,3,-23.488370843670218,-10.68356379338863,-174.18411246161742,Left,Down,False,0.583,0.679,Looking Left
171,6.912,True,617.0,294.0,732.0,292.0,0.3331,False,3,-23.800047102784557,-10.585752089592035,-174.02084913066815,Left,Down,False,0.596,0.715,Looking Left
172,6.953,True,616.0,293.0,729.0,292.0,0.3395,False,3,-26.65724445657285,-7.546989476754459,-173.9485579230939,Left,Down,False,0.593,0.689,Looking Left
173,6.993,True,616.0,293.0,726.0,292.0,0.3503,False,3,-28.063636463705286,-5.914766839599219,-174.05380605551298,Left,Down,False,0.609,0.729,Looking Left
174,7.033,True,614.0,293.0,723.0,291.0,0.3579,False,3,-30.15735219793591,-5.2278816879153975,-173.87724209279781,Left,Down,False,0.583,0.703,Looking Left
175,7.074,True,613.0,292.0,721.0,290.0,0.3617,False,3,-31.70561215752315,-4.41052027981257,-173.90931559995565,Left,Down,False,0.636,0.746,Looking Left
176,7.114,True,612.0,293.0,719.0,289.0,0.3531,False,3,-32.170067805924454,-2.0608025455551604,-174.4006079672805,Left,Down,False,0.619,0.776,Looking Left
177,7.155,True,612.0,292.0,716.0,288.0,0.3568,False,3,-33.710888404063276,-2.0208933251915844,-173.88191704648025,Left,Down,False,0.634,0.826,Looking Left
178,7.195,True,609.0,292.0,712.0,288.0,0.3629,False,3,-34.25502610223002,-2.6697085470054978,-173.32497389887166,Left,Down,False,0.639,0.835,Looking Left
179,7.236,True,605.0,294.0,708.0,288.0,0.3842,False,3,-36.612984247499114,-2.105059724300397,-172.97429224757678,Left,Down,False,0.521,0.78,Looking Left
180,7.276,True,601.0,297.0,706.0,289.0,0.404,False,3,-37.73181724369204,-1.6841633511993812,-172.89834047655896,Left,Down,False,0.416,0.787,Looking Left
181,7.316,True,602.0,297.0,703.0,289.0,0.4153,False,3,-38.47665903987902,-1.9641865813607842,-172.61717637560267,Left,Down,False,0.439,0.87,Looking Left
182,7.357,True,602.0,295.0,700.0,289.0,0.4184,False,3,-41.98080380301617,-0.7580346771154011,-172.34079869549615,Left,Down,False,0.309,0.773,Looking Left
183,7.397,True,599.0,295.0,697.0,288.0,0.3868,False,3,-40.41569324800855,0.7134002309446396,-173.44221126177501,Left,Down,False,0.356,0.75,Looking Left
184,7.438,True,595.0,294.0,695.0,288.0,0.4404,False,3,-42.10663593866436,1.5071294651278526,-173.468234492655,Left,Down,False,0.261,0.647,Looking Left
185,7.478,True,592.0,296.0,693.0,289.0,0.4441,False,3,-42.5188274426467,1.3662758745767354,-173.59919051320375,Left,Down,False,0.177,0.709,Looking Left
186,7.518,True,593.0,294.0,691.0,288.0,0.4401,False,3,-42.05098009221028,-0.26312553948817713,-172.75382449051378,Left,Down,False,0.251,0.709,Looking Left
187,7.559,True,591.0,294.0,689.0,289.0,0.4765,False,3,-41.06535475900644,-2.2751961289733917,-172.079267613234,Left,Down,False,0.344,0.666,Looking Left
188,7.599,True,590.0,294.0,687.0,290.0,0.4564,False,3,-42.757892281891614,-1.8070717667983294,-172.50509018522428,Left,Center,False,0.286,0.518,Looking Left
189,7.64,True,592.0,295.0,686.0,289.0,0.5119,False,3,-43.8710396232855,0.7471354624105258,-173.59394236220774,Left,Center,False,0.243,0.55,Looking Left
190,7.68,True,591.0,294.0,685.0,289.0,0.4787,False,3,-43.05444599774079,-0.2660473911694224,-173.64708868543227,Left,Center,False,0.373,0.59,Looking Left
191,7.721,True,589.0,294.0,682.0,289.0,0.4864,False,3,-44.45791990864278,3.2730382642211504,-175.8447748326191,Left,Center,False,0.485,0.603,Looking Left
192,7.761,True,587.0,295.0,682.0,288.0,0.4222,False,3,-41.959241235836714,3.5854538029327023,-176.33045710922534,Left,Down,False,0.639,0.706,Looking Left
193,7.801,True,586.0,292.0,681.0,289.0,0.4722,False,3,-43.14160834479579,2.5561966783844143,-174.6397885693365,Left,Center,False,0.503,0.428,Looking Left
194,7.842,True,584.0,294.0,680.0,289.0,0.4798,False,3,-43.36706336412782,2.9300903271952454,-175.7648833857589,Left,Center,False,0.451,0.425,Looking Left
195,7.882,True,585.0,293.0,679.0,290.0,0.4898,False,3,-43.11860597597334,1.8924750848161567,-174.91596185372356,Left,Center,False,0.533,0.421,Looking Left
196,7.923,True,585.0,294.0,678.0,290.0,0.4703,False,3,-43.16482780782476,1.6518924300929896,-174.4106282571652,Left,Center,False,0.474,0.586,Looking Left
197,7.963,True,584.0,294.0,678.0,289.0,0.4914,False,3,-44.33784192222487,1.504916549508082,-174.95970499597223,Left,Center,False,0.396,0.47,Looking Left
198,8.004,True,583.0,293.0,677.0,290.0,0.4741,False,3,-43.83427999376166,-0.016911526916645304,-173.86564101195486,Left,Center,False,0.423,0.46,Looking Left
199,8.044,True,583.0,292.0,678.0,289.0,0.4878,False,3,-44.66202893415039,0.013005130460050019,-173.6905194981599,Left,Center,False,0.296,0.434,Looking Left
200,8.084,True,583.0,294.0,677.0,290.0,0.498,False,3,-43.544070498651074,-0.10606354782221243,-173.78082683443932,Left,Center,False,0.293,0.51,Looking Left
201,8.125,True,585.0,294.0,678.0,290.0,0.528,False,3,-45.208743898466714,1.4770973401382803,-175.5862914918041,Left,Center,False,0.462,0.43,Looking Left
202,8.165,True,583.0,294.0,679.0,289.0,0.4877,False,3,-44.23958336511344,3.7207296740283793,-176.69179597111923,Left,Up,False,0.537,0.286,Looking Left
203,8.206,True,585.0,293.0,679.0,290.0,0.5006,False,3,-44.084752330664294,2.6012124460911954,-175.102989595896,Left,Up,False,0.512,0.282,Looking Left
204,8.246,True,583.0,294.0,678.0,289.0,0.4863,False,3,-44.437614089405685,1.8242561287602752,-175.46885044819453,Left,Up,False,0.324,0.351,Looking Left
205,8.286,True,584.0,294.0,675.0,290.0,0.4821,False,3,-44.461342633409856,2.837426791964585,-176.15241094853855,Left,Center,False,0.461,0.392,Looking Left
206,8.327,True,587.0,291.0,669.0,290.0,0.5105,False,3,-44.55584703928798,-1.3911840400292983,-174.2390188809171,Left,Center,False,0.542,0.521,Looking Left
207,8.367,True,582.0,292.0,658.0,292.0,0.5255,False,3,-45.61916324953224,-1.2552267668134205,-174.56342208179524,Left,Up,False,0.39,0.277,Looking Left
208,8.408,True,580.0,300.0,657.0,294.0,0.4365,False,3,-46.436781107734085,4.786401144078662,-178.47747318733357,Left,Up,False,0.459,0.171,Looking Left
209,8.448,True,577.0,295.0,642.0,293.0,0.4087,False,3,-47.5297605149384,5.213137487509034,-176.96734131156876,Left,Up,False,0.465,0.232,Looking Left
210,8.489,True,578.0,294.0,637.0,290.0,0.5082,False,3,-49.86012373166429,4.04844385865866,-176.80800597319825,Left,Up,False,0.351,0.376,Looking Left
211,8.529,True,578.0,289.0,634.0,288.0,0.4739,False,3,-55.363024619138905,18.778488471795203,-6.493430734233801,Left,Down,False,0.504,0.228,Looking Left
212,8.569,True,575.0,290.0,629.0,285.0,0.6532,False,3,-53.18802870617138,3.3759442530636594,-174.32163190295623,Left,Down,False,1.177,0.666,Looking Left
213,8.61,True,573.0,289.0,626.0,280.0,0.6403,False,3,-54.13237221588189,2.9148162347606315,-173.11778544567048,Left,Down,False,1.135,1.052,Looking Left
214,8.65,True,573.0,282.0,621.0,279.0,0.7479,False,3,-53.73518279251894,-2.2267521170406317,-170.17158695248872,Left,Center,False,0.637,0.555,Looking Left
215,8.691,True,568.0,279.0,609.0,277.0,0.7939,False,3,-54.022046585187624,-3.0344620985310455,-168.94327480843552,Left,Center,False,1.082,0.608,Looking Left
216,8.731,True,570.0,275.0,606.0,275.0,0.8344,False,3,59.20238908945836,-39.011753252384146,141.4660029740909,Right,Up,False,1.634,0.318,Looking Right
217,8.772,True,564.0,277.0,602.0,273.0,0.809,False,3,-57.14404969994344,-0.014283142988762335,-170.0558732456576,Left,Center,False,1.582,0.523,Looking Left
218,8.812,True,563.0,275.0,594.0,271.0,0.8707,False,3,-59.725810397280576,-1.7008946192820884,-167.35136986828167,Left,Down,False,2.291,0.79,Looking Left
219,8.852,True,565.0,270.0,588.0,270.0,0.8877,False,3,-63.2405580369188,15.707850258872622,2.265969523545805,Left,Down,False,1.682,0.436,Looking Left
220,8.893,True,562.0,270.0,588.0,268.0,0.9636,False,3,59.126809129854976,-39.684956377015396,130.69663951993834,Right,Up,False,1.674,0.745,Looking Right
221,8.933,True,555.0,269.0,587.0,265.0,0.8081,False,3,-59.69513423044479,-3.9745663330732315,-161.8384399596844,Left,Down,False,1.794,1.114,Looking Left
222,8.974,True,557.0,265.0,583.0,263.0,0.7341,False,3,58.849747648520186,-39.0457924751111,-164.8745197361005,Right,Up,False,0.712,0.746,Looking Right
223,9.014,True,557.0,265.0,598.0,262.0,0.6024,False,3,59.38427794585919,-39.34421297698169,160.72630252968588,Right,Up,False,0.896,1.094,Looking Right
224,9.055,True,552.0,267.0,579.0,259.0,0.6385,False,3,-65.79304409357401,22.88809020070422,-4.176726818992543,Left,Down,False,0.318,0.651,Looking Left
225,9.095,True,542.0,267.0,572.0,260.0,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
226,9.135,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
227,9.176,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
228,9.216,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
229,9.257,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
230,9.297,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
231,9.337,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
232,9.378,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
233,9.418,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
234,9.459,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
235,9.499,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
236,9.54,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
237,9.58,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
238,9.62,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
239,9.661,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
240,9.701,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
241,9.742,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
242,9.782,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
243,9.823,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
244,9.863,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
245,9.903,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
246,9.944,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
247,9.984,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
248,10.025,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
249,10.065,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
250,10.105,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
251,10.146,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
252,10.186,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
253,10.227,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
254,10.267,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
255,10.308,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
256,10.348,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
257,10.388,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
258,10.429,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
259,10.469,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
260,10.51,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
261,10.55,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
262,10.591,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
263,10.631,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
264,10.671,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
265,10.712,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
266,10.752,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
267,10.793,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
268,10.833,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
269,10.873,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
270,10.914,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
271,10.954,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
272,10.995,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
273,11.035,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
274,11.076,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
275,11.116,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
276,11.156,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
277,11.197,False,,,,,0.47,False,3,-58.257789829977185,8.250283127417624,-175.26107582213567,Left,Down,False,0.228,0.72,Looking Left
278,11.237,True,592.0,262.0,622.0,244.0,0.5386,False,3,-64.11033030500444,11.404378222039721,173.20951273779875,Left,Center,False,0.775,0.431,Looking Left
279,11.278,True,590.0,273.0,639.0,240.0,0.558,False,3,-59.24874479746143,18.433224776974104,169.58873887507178,Left,Down,False,0.274,1.157,Looking Left
280,11.318,True,590.0,277.0,648.0,246.0,0.5572,False,3,-58.45657468919224,32.12623022414979,-23.336883527209682,Left,Down,False,0.708,1.672,Looking Left
281,11.359,True,597.0,280.0,662.0,248.0,0.5195,False,3,-54.982171917277824,29.341892258716953,-18.987638164542087,Left,Down,False,0.861,2.011,Looking Left
282,11.399,True,589.0,283.0,671.0,249.0,0.3688,False,3,-43.47953238168558,18.68519890640007,168.78804185314416,Left,Down,False,0.253,1.42,Looking Left
283,11.439,True,593.0,276.0,682.0,248.0,0.3033,False,3,-39.36601735500375,28.96447860141612,-18.277555297966085,Left,Down,False,0.151,0.804,Looking Left
284,11.48,True,597.0,275.0,694.0,246.0,0.3139,False,3,-35.408847934137505,19.568327153337396,167.83225842895922,Left,Down,False,0.227,0.665,Looking Left
285,11.52,True,604.0,269.0,712.0,242.0,0.3017,False,3,-32.34555850557874,17.17825128200769,169.67972520290726,Left,Down,False,0.346,0.438,Looking Left
286,11.561,True,616.0,267.0,724.0,244.0,0.3048,False,3,-28.242802701639114,16.47999995806118,171.11339498413975,Left,Down,False,0.566,0.59,Looking Left
287,11.601,True,623.0,267.0,735.0,247.0,0.2664,False,3,-24.71379626125674,15.877454596454799,172.05493165081367,Left,Down,False,0.607,0.74,Looking Left
288,11.642,True,627.0,266.0,741.0,249.0,0.247,False,3,-21.476015297610967,16.771900808927466,172.51646808926836,Left,Down,False,0.593,0.724,Looking Left
289,11.682,True,629.0,265.0,748.0,249.0,0.2593,False,3,-18.691863964871082,14.563852576676801,173.87418516003632,Left,Down,False,0.545,0.583,Looking Left
290,11.722,True,632.0,264.0,754.0,250.0,0.2555,False,3,-17.884602770779374,15.72995571505608,174.4780281781723,Left,Down,False,0.517,0.543,Looking Left
291,11.763,True,635.0,262.0,758.0,251.0,0.2584,False,3,-15.862924407639373,15.571563285417993,175.5153245559797,Left,Down,False,0.486,0.466,Looking Left
292,11.803,True,640.0,262.0,763.0,251.0,0.2583,False,3,-15.592655797335034,15.241767730291478,176.59979893965087,Left,Down,False,0.476,0.499,Looking Left
293,11.844,True,644.0,262.0,769.0,252.0,0.259,False,3,-11.086357293571373,26.53667831445048,-5.286351791036735,Center,Down,False,0.474,0.54,Looking Down
294,11.884,True,647.0,262.0,773.0,254.0,0.267,False,3,-10.045601472031375,26.003509459174882,-4.359257492336747,Center,Down,False,0.473,0.513,Looking Down
295,11.924,True,651.0,261.0,778.0,256.0,0.2573,False,3,-9.024305731022105,26.799977663303597,-3.1455023363771932,Center,Down,False,0.477,0.528,Looking Down
296,11.965,True,655.0,259.0,782.0,255.0,0.2556,False,3,-8.054670090397796,26.819995329893942,-2.3541554349362195,Center,Down,False,0.472,0.541,Looking Down
297,12.005,True,658.0,258.0,785.0,255.0,0.256,False,3,-7.022802642556307,26.36662194651707,-1.786320771987486,Center,Down,False,0.469,0.527,Looking Down
298,12.046,True,662.0,257.0,790.0,256.0,0.2499,False,3,-5.449200563143048,27.282454830539844,-0.9596610732819082,Center,Down,False,0.472,0.557,Looking Down
299,12.086,True,667.0,256.0,796.0,257.0,0.2479,False,3,-4.677751812559526,26.267159334637558,-0.19921762749415328,Center,Down,False,0.464,0.555,Looking Down
300,12.127,True,672.0,256.0,803.0,258.0,0.2482,False,3,-3.231259626396722,26.850398458007845,0.6921366624722721,Center,Down,False,0.452,0.591,Looking Down
301,12.167,True,677.0,256.0,809.0,260.0,0.2288,False,3,-3.1969638187776668,26.749114199513677,1.4465756349170942,Center,Down,False,0.449,0.577,Looking Down
302,12.207,True,684.0,256.0,815.0,262.0,0.2498,False,3,-2.0838335282799347,26.559685119243852,2.4537069859292724,Center,Down,False,0.448,0.583,Looking Down
303,12.248,True,690.0,255.0,821.0,263.0,0.2372,False,3,-0.7970373022280015,25.45758641236035,3.6990954197165378,Center,Down,False,0.458,0.528,Looking Down
304,12.288,True,696.0,254.0,828.0,264.0,0.2423,False,3,1.1841404532449473,24.638998295710135,4.812057027843275,Center,Down,False,0.458,0.541,Looking Down
305,12.329,True,701.0,256.0,833.0,267.0,0.2509,False,3,2.3599991448374107,24.292432669819128,5.919252049337228,Center,Down,False,0.453,0.557,Looking Down
306,12.369,True,707.0,258.0,840.0,272.0,0.246,False,3,3.9464142576715884,24.79545002234769,6.627165394142052,Center,Down,False,0.479,0.592,Looking Down
307,12.41,True,712.0,260.0,845.0,275.0,0.2336,False,3,3.8386336785514237,23.935312798926226,7.54145788856832,Center,Down,False,0.465,0.576,Looking Down
308,12.45,True,717.0,262.0,849.0,279.0,0.2335,False,3,3.7832354339164342,23.02752744717614,8.177048421662061,Center,Down,False,0.476,0.557,Looking Down
309,12.49,True,719.0,263.0,853.0,282.0,0.2347,False,3,5.053520517368,22.45676297782853,9.087684575225081,Center,Down,False,0.471,0.558,Looking Down
310,12.531,True,722.0,266.0,855.0,285.0,0.2178,True,4,4.901033326540507,22.163501502614924,9.5640189868696,Center,Down,False,0.478,0.56,Blink
311,12.571,True,722.0,268.0,858.0,289.0,0.2211,False,4,-5.845268110777647,-3.2354097754543467,-169.98939160507118,Center,Center,True,0.466,0.54,Focused
312,12.612,True,723.0,270.0,860.0,292.0,0.2282,False,4,5.604704567604386,20.449778155166648,10.142546839502751,Center,Down,False,0.458,0.425,Looking Down
313,12.652,True,724.0,274.0,860.0,296.0,0.2302,False,4,-6.512201493678074,-9.674698199160277,-169.65765955130058,Center,Center,True,0.453,0.422,Focused
314,12.692,True,723.0,277.0,861.0,300.0,0.2349,False,4,-6.234114909174276,-12.986495434213701,-169.80794105766327,Center,Up,False,0.447,0.405,Looking Up
315,12.733,True,722.0,281.0,861.0,303.0,0.2436,False,4,5.117180086903353,16.223977460187054,10.000951592104082,Center,Down,False,0.456,0.442,Looking Down
316,12.773,True,721.0,283.0,860.0,304.0,0.2376,False,4,-6.721589222868374,-16.062152123497818,-169.70669252687824,Center,Up,False,0.474,0.49,Looking Up
317,12.814,True,720.0,284.0,859.0,305.0,0.2472,False,4,3.9181791683454663,15.988524365091754,9.73301258069598,Center,Down,False,0.483,0.526,Looking Down
318,12.854,True,718.0,286.0,858.0,307.0,0.255,False,4,4.4942923559896055,13.558358326099215,9.746686199763465,Center,Down,False,0.483,0.53,Looking Down
319,12.895,True,717.0,289.0,857.0,310.0,0.2634,False,4,3.936834657239948,12.379558804535964,9.762186010739375,Center,Down,False,0.483,0.506,Looking Down
320,12.935,True,715.0,292.0,855.0,313.0,0.2686,False,4,3.2480465544371913,9.776312397353802,9.686554307815623,Center,Center,True,0.48,0.493,Focused
321,12.975,True,712.0,295.0,852.0,315.0,0.2754,False,4,3.776202027904668,9.52157067991503,9.46309916524769,Center,Center,True,0.494,0.519,Focused
322,13.016,True,709.0,296.0,849.0,316.0,0.265,False,4,3.7648113539965395,9.476047053924557,9.334604370862994,Center,Center,True,0.491,0.489,Focused
323,13.056,True,706.0,298.0,846.0,318.0,0.2658,False,4,3.7823245819892874,4.266216505770677,9.505304926574643,Center,Center,True,0.487,0.488,Focused
324,13.097,True,704.0,300.0,844.0,319.0,0.2622,False,4,2.862654840941187,5.05487539251639,9.413104230968436,Center,Center,True,0.489,0.52,Focused
325,13.137,True,700.0,302.0,841.0,321.0,0.2619,False,4,-5.794802001233529,-28.711023709139145,-170.23359394319777,Center,Up,False,0.479,0.51,Looking Up
326,13.178,True,699.0,304.0,840.0,323.0,0.2628,False,4,-5.79773582968909,-29.383192781451477,-170.53521915915667,Center,Up,False,0.485,0.493,Looking Up
327,13.218,True,698.0,306.0,839.0,325.0,0.2667,False,4,-5.757609223457485,-28.804639400678926,-170.46692155882798,Center,Up,False,0.485,0.5,Looking Up
328,13.258,True,697.0,308.0,838.0,327.0,0.2639,False,4,-5.482541039397732,-29.660062795205903,-170.2240639107404,Center,Up,False,0.472,0.489,Looking Up
329,13.299,True,696.0,310.0,836.0,329.0,0.2711,False,4,-5.8255244958082715,-29.807426480109267,-170.39175065010716,Center,Up,False,0.468,0.478,Looking Up
330,13.339,True,695.0,311.0,836.0,330.0,0.2607,False,4,-5.795312485683518,-30.777148398758094,-170.7038816783015,Center,Up,False,0.478,0.508,Looking Up
331,13.38,True,694.0,313.0,835.0,332.0,0.2639,False,4,-6.014529897254517,-30.586209913333754,-170.6737177997137,Center,Up,False,0.473,0.522,Looking Up
332,13.42,True,694.0,313.0,836.0,333.0,0.2594,False,4,-5.919599525544199,-30.62498771912803,-170.87678318610364,Center,Up,False,0.473,0.481,Looking Up
333,13.46,True,696.0,315.0,837.0,334.0,0.2582,False,4,-6.05947430554976,-30.936558234775717,-170.53957793496858,Center,Up,False,0.482,0.516,Looking Up
334,13.501,True,697.0,317.0,839.0,335.0,0.2537,False,4,-6.162552664417139,-31.108952501065566,-170.6066311293752,Center,Up,False,0.481,0.523,Looking Up
335,13.541,True,697.0,317.0,840.0,336.0,0.2582,False,4,-5.888456620383379,-31.493014153418468,-170.91312942698102,Center,Up,False,0.488,0.561,Looking Up
336,13.582,True,697.0,317.0,840.0,336.0,0.2654,False,4,-5.741662210766174,-32.00951393956273,-170.98771487752364,Center,Up,False,0.48,0.538,Looking Up
337,13.622,True,697.0,317.0,840.0,335.0,0.2691,False,4,-5.5546706112597795,-32.01360838441703,-171.15297702514994,Center,Up,False,0.485,0.525,Looking Up
338,13.663,True,697.0,317.0,839.0,334.0,0.2659,False,4,-5.769177379030062,-31.91772974515342,-171.68388821380876,Center,Up,False,0.496,0.554,Looking Up
339,13.703,True,697.0,316.0,839.0,333.0,0.2655,False,4,-5.890370427749173,-31.607554471399464,-172.02735485043019,Center,Up,False,0.479,0.525,Looking Up
340,13.743,True,697.0,316.0,839.0,332.0,0.2706,False,4,-5.654548579083145,-31.882882571307153,-172.53245173033633,Center,Up,False,0.489,0.537,Looking Up
