Frame,Time,FaceDetected,LeftIrisX,LeftIrisY,RightIrisX,RightIrisY,EAR,Blink,TotalBlinks,Yaw,Pitch,Roll,HorizontalGaze,VerticalGaze,OnScreen,HorizontalRatio,VerticalRatio,AttentionState
171,10.252,True,653,336,807,332,0.2189,False,5,-4.013976222417833,-17.068709141987455,-179.79338019021685,Center,Up,False,0.457,0.433,Looking Up
172,10.312,True,653,336,807,332,0.227,False,5,-4.012646179164101,-17.051511416170623,-179.91895585405157,Center,Up,False,0.455,0.453,Looking Up
173,10.372,True,654,337,806,332,0.2114,True,6,-4.139591180968945,-15.54607950919619,-179.93339392287868,Center,Up,False,0.449,0.42,Blink
174,10.432,True,653,336,806,333,0.2219,False,6,-4.077751714056978,-17.195112479905056,-179.6509451016065,Center,Up,False,0.45,0.44,Looking Up
175,10.492,True,654,337,807,332,0.22,True,7,-4.145974778621432,-16.972598587385004,-179.69630638468306,Center,Up,False,0.464,0.472,Blink
176,10.552,True,654,337,807,332,0.2286,False,7,-3.988009699490857,-17.71179378851783,-179.91410436756595,Center,Up,False,0.464,0.454,Looking Up
177,10.612,True,654,337,806,333,0.2229,False,7,-3.8590849194192374,-16.669172172673772,-179.9209798826424,Center,Up,False,0.458,0.433,Looking Up
178,10.672,True,654,336,806,333,0.2223,False,7,-3.911282337279088,-16.49210963869933,179.91945086448945,Center,Up,False,0.462,0.47,Looking Up
179,10.732,True,656,336,807,332,0.2189,True,8,-4.011534812683342,-16.79525654514867,179.96837994571297,Center,Up,False,0.465,0.443,Blink
180,10.792,True,656,336,807,331,0.2278,False,8,-4.104621603817897,-16.66738634326527,179.9308172571385,Center,Up,False,0.463,0.422,Looking Up
181,10.852,True,655,336,808,331,0.2222,False,8,-3.980998726062388,-16.236475383260043,-179.94277670959463,Center,Up,False,0.455,0.447,Looking Up
182,10.912,True,657,336,808,332,0.223,False,8,-3.8399081708953164,-15.658178288339647,179.66245672958965,Center,Up,False,0.465,0.435,Looking Up
183,10.972,True,660,336,810,332,0.228,False,8,-3.591323886643269,-16.666538149486787,179.77757225436602,Center,Up,False,0.48,0.479,Looking Up
184,11.032,True,664,336,813,334,0.2321,False,8,-3.2802202493369883,-16.68314925952798,179.63973183334505,Center,Up,False,0.473,0.464,Looking Up
185,11.092,True,668,337,817,335,0.2283,False,8,-3.4577496112504584,-16.58966193762243,179.50747333012995,Center,Up,False,0.481,0.489,Looking Up
186,11.152,True,672,338,825,336,0.2271,False,8,-3.2187596193943055,-17.96972659287151,179.63076754268982,Center,Up,False,0.465,0.444,Looking Up
